question,answer
"Thưa bác sĩ, tối hôm trước cháu có uống rượu say. Đêm về lúc nửa đêm tỉnh dậy thì cháu thấy ngực hơi đau. Tới sáng cháu vẫn đau tức ngực, nhưng chỉ đau nhẹ, không khó thở. Bác sĩ cho cháu hỏi như vậy có nghiêm trọng không ạ? Cháu có nên đi khám không? Câu hỏi ẩn danh 

Dạ thưa bác sĩ cho em hỏi.hôm qua em có uống rượu và giờ em thấy bị tức ở ngực. Trong người thấy khó chịu.có nguy hiểm không ạ? Mong bác sĩ tư vấn giúp em ạ. Em cảm ơn.","Chào bạn, câu hỏi của bạn bác sĩ xin được tư vấn như sau nhé: Rượu bia là các chất kích thích có chứa nồng độ cồn nên khi sử dụng bạn sẽ có cảm giác tim đập nhanh và mạnh, hậu quả làm cho người uống có cảm giác mệt mỏi, đau tức ngực. Qua mô tả tình trạng, bác sĩ cũng chưa nắm được chính xác biểu hiện đau ngực của bạn diễn biến cụ thể như thế nào. Trường hợp này tốt nhất bạn nên đi thăm khám bác sĩ có chuyên môn để được chẩn đoán và chỉ định điều trị phù hợp. Bạn cũng có thể đến các bệnh viện để được tư vấn kỹ càng hơn. Trân trọng!"
"Chào bác sĩ, Bác sĩ cho em hỏi thu gọn tạo hình thành bụng có đau, có sưng không?","Chào bạn, Với câu hỏi “Thu gọn tạo hình thành bụng có đau, có sưng không?”, dược sĩ giải đáp như sau: Thu gọn thành bụng ở được kiểm soát đau bởi đội ngũ chuyên gia với kỹ thuật giảm đau thần kinh duy nhất chỉ có tại , sau mổ bệnh nhân hoàn toàn không đau. Tình trạng sưng nề khác nhau ở mỗi khách hàng tuy nhiên thường không đáng kể. Nếu bạn còn thắc mắc về việc thu gọn tạo hình thành bụng có đau, có sưng không, bạn có thể đến cơ sở y tế thăm khám và điều trị sớm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, tôi siêu âm thận và nhận kết quả 02 thận kém rõ. Bác sĩ tại bệnh viện khuyên tôi nên giảm muối trong khẩu phần ăn, ăn không gia vị là tốt nhất. Vậy bác sĩ có thể tư vấn về chế độ dinh dưỡng phù hợp khi chức năng thận suy giảm được không? Mong bác sĩ tư vấn giúp.","Cleaned text: Chào bạn! Trên hình ảnh siêu âm đơn thuần khó cho kết luận chính xác về tình trạng thận. Do đó, để chắc chắn chức năng thận có đang suy giảm hay không, bạn cần khám chuyên khoa Nội thận tại các cơ sở y tế hoặc bệnh viện để được làm xét nghiệm máu, nước tiểu để chẩn đoán xác định và bác sĩ sẽ đưa ra phương pháp điều trị chức năng thận suy giảm nhé. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
Chào bác sĩ! Mỗi lần em cương dương và để yên khi hết cương dương thì em lại thấy đau tinh hoàn em và cũng lúc chơi nhảy dây tầm 100 cái thì nó cũng rất đau. Bác sĩ cho em hỏi như thế là bị làm sao ạ? Mong bác sĩ tư vấn giúp em ạ.,text: Chào bạn! Tinh hoàn nam gồm có các mạch máu và các ống sinh tinh. Nếu bạn đang gặp phải tình trạng đau tinh hoàn mỗi khi cương dương thì có thể qua các bệnh viện thuộc hệ thống để khám. Bác sĩ Nam khoa sẽ kiểm tra và tư vấn cũng như đưa ra biện pháp điều trị cụ thể nhất cho bạn nhé. Cám ơn bạn đã gửi câu hỏi đến Hệ thống Y Tế. Trận trọng!
"Chào bác sĩ. Bác sĩ ơi cho con hỏi có cách phòng tránh viêm gan B mà không cần tiêm vắc xin không ạ? Mong bác sĩ tư vấn giúp con, con xin cảm ơn.","Chào bạn, Tiêm vắc-xin vẫn là biện pháp phòng ngừa chính trong phòng ngừa viêm gan B. Vắc-xin viêm gan B hiệu quả bảo vệ cao, kéo dài ít nhất 20 năm và có thể là suốt đời nếu nồng độ kháng thể kháng virus được tạo ra sau chích ngừa lớn > 1000 IU/L. Nếu cần tư vấn thêm, bạn có thể đến tại các bệnh viện trên toàn quốc để được các bác sĩ giỏi chuyên môn, giàu kinh nghiệm thăm khám và cho lời khuyên hữu ích. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Chào bác sĩ. Bé nhà em hiện được 4 tháng. Bé bú sữa mẹ gần như hoàn toàn vì lúc mới sinh bé em chưa có sữa nên có cho bé dùng sữa công thức nửa tháng. Sau khi đủ sữa thì em không cho bé dùng nữa. Từ khi sinh ra bé đi ngoài phân xì xoẹt ngày 3_4 lần, hôm nào nhiều thì 5 lần, phân có nhầy thỉnh thoảng còn đi bọt bọt nữa. 2 tháng đầu bé lên cân đều và hơn 1 tháng nay bé không lên kg nữa. Vậy cho em hỏi bé nhà em như vậy có phải bị đi ngoài không và khi nào cần cho bé đi khám dinh dưỡng ạ. Từ lúc sinh em có bổ sung thêm men vi sinh biogaia, khi tròn 3 tháng em không cho bé dùng nữa. Nhưng bé vẫn đi ngoài như vậy. Hiện tại ngày bé đi 3 lần sáng trưa và chiều. Mong bác sĩ cho em lời khuyên. Em cảm ơn ạ!","Chào bạn, với câu hỏi của bạn thì tôi xin trả lời như sau: Nếu bé bú sữa mẹ, cháu có thể đi phân lỏng hoa cà hoa cải, 3-4 lần/ ngày, bé không sốt như vậy là bình thường. Còn vấn đề đi tiêu lỏng của con bạn, theo tôi thì không có gì lo ngại lắm trừ khi phân có nhầy và máu. Hiện tại con của bạn đi ngoài 3 lần/ ngày là bình thường. Hai tháng đầu bé lên cân như thế là tốt và bạn cũng nên nhớ rằng khi trẻ càng lớn sự lên cân của trẻ sẽ giảm dần, nhưng hơn 1 tháng nay chưa lên cân thì xem lại chế độ ăn của mẹ nhé, mẹ có kiêng khem quá khi thấy con đi phân xì xoẹt không? Sau khi điều chỉnh chế độ ăn của mẹ về bình thường mà con sau 2 tuần nữa mà con chưa tăng cân thì bạn nên cho con đi khám bác sĩ dinh dưỡng. Chúc bé hay ăn chóng lớn và luôn khỏe mạnh! Cảm ơn bạn đã đặt câu hỏi cho DICA."
Error,"Chào bạn! Chào bạn, để khẳng định thời gian ủ bệnh lao trong bao lâu thì rất khó. Vì thời gian ủ bệnh Lao thay đổi theo từng người tùy tuổi tác, thể trạng, bệnh kèm theo... Bệnh có thể ủ trong vòng 4 đến 12 tuần nhưng cũng có thể vài tháng tới vài năm. Người bệnh nên đi khám nếu có các triệu chứng: mệt mỏi , kém ăn, gầy sút, sốt về chiều, ho, đờm, vã mồ hôi.... Trường hợp bạn muốn kiểm tra bệnh lao ở trẻ nhỏ 5 tuổi thì bạn nên nhờ tư vấn thêm bởi bác sĩ chuyên khoa Nhi để được tư vấn cụ thể nhé. Cảm ơn bạn đã đặt câu hỏi cho DICA. Trân trọng!"
"Chào bác sĩ, Em bị nổi nốt đỏ rất ngứa, có bọng nước, đến mùa ẩm là nổi lên rất nhiều đặc biệt là ở phần cổ chân lên đùi. Vậy bác sĩ cho em hỏi nổi nốt đỏ ngứa có bọng nước là bệnh gì? Em cảm ơn bác sĩ. 

Cleaned text: Chào bác sĩ, Em bị nổi nốt đỏ rất ngứa, có bọng nước, đến mùa ẩm là nổi lên rất nhiều đặc biệt là ở phần cổ chân lên đùi. Vậy bác sĩ cho em hỏi nổi nốt đỏ ngứa có bọng nước là bệnh gì? Em cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Nổi nốt đỏ ngứa có bọng nước là bệnh gì?”, bác sĩ xin giải đáp như sau: Bạn thường nổi nốt đỏ, ngứa có bọng nước vào mùa ẩm. Biểu hiện này có thể gặp trong một số bệnh da như viêm da cơ địa, sẩn ngứa, bệnh da bọng nước... Để được chẩn đoán chính xác bệnh, bạn nên đi khám chuyên khoa da liễu bạn nhé. Nếu bạn còn thắc mắc về nổi nốt đỏ ngứa có bọng nước, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
text: Chào bác sĩ. Mỗi lần há to hay ngáp to là lại bị đau khớp thái dương hàm. Dấu hiệu này đã xuất hiện từ năm 2017. Em đã uống thuốc cho trơn đĩa khớp rồi nhưng không thấy có tác dụng. Vậy bây giờ em phải làm sao ạ? Mong bác sĩ cho em lời khuyên ạ. Em cảm ơn bác sĩ nhiều.,"Chào bạn! Bạn chỉ nói mỗi lần ngáp to, đau vùng khớp thái dương hàm nhưng không nói rõ bị bên nào, khớp thái dương hàm bên phải hay trái, có mất răng hay không, thói quen nhai bên nào nhiều. Để có thể đưa ra được kết luận chính xác nhất thì bạn nên nên đến các cơ sở y tế uy tín hoặc một trong các bệnh viện để được bác sĩ thăm khám, chẩn đoán và đưa ra phương pháp điều trị hiệu quả nhất."
"Chào bác sĩ, cho em hỏi 1 số vấn đề về tình trạng bệnh của em ạ. Hiện tại, em phát hiện bụng mình phình to bên trái nên em đi chụp CT và siêu âm thì bệnh viện chẩn đoán là em bị giãn niệu thận ứ nước độ 1 không sỏi. Em còn đang gặp tình trạng nhói ở vùng lưng sau và nước tiểu có mùi, đi tiểu thường xuyên. cho em hỏi là chướng bụng, đau lưng, tiểu nhiều lần là do bệnh lý gì ạ? Em cảm ơn rất nhiều ạ.","Chào bạn, Với câu hỏi “Chướng bụng, đau lưng, tiểu nhiều lần là do bệnh lý gì?”, bác sĩ xin giải đáp như sau: Theo như bạn mô tả, bạn có biểu hiện đau nhói vùng lưng sau, tiểu nhiều lần, nước tiểu có mùi, siêu âm có hình ảnh giãn niệu quản ứ nước độ 1. Các triệu chứng này có vẻ liên quan đến nhiễm khuẩn tiết niệu cao hay viêm thận bể thận. Bạn nên đến chuyên khoa tiết niệu để khám và chẩn đoán từ đó có phương pháp điều trị thích hợp. Nếu bạn còn thắc mắc về chướng bụng, đau lưng, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
