question,answer
"Chào bác sĩ, cho em hỏi em bị viêm lợi ở chân răng thì phải chữa như thế nào ạ? Cảm ơn bác sĩ.","Chào bạn, với trường hợp này, bạn cần đến khám tại các cơ sở y tế chuyên khoa Răng - Hàm - Mặt để xem tình trạng mô nha chu xung quanh và tình trạng cao răng, sau khi thăm khám, các bác sĩ sẽ có hướng điều trị phù hợp với tình trạng bệnh của bạn nhé. Cảm ơn bạn đã đặt câu hỏi cho DICA."
"Chào bác sĩ, Em bị vẹo vách ngăn mũi, cuống mũi phì đại. Bác sĩ cho em hỏi vẹo vách ngăn mũi kèm cuống mũi phì đại có mổ được không? Em cảm ơn.","Chào bạn, Với câu hỏi “Vẹo vách ngăn mũi kèm cuống mũi phì đại có mổ được không?”, bác sĩ xin giải đáp như sau: Vẹo vách ngăn, viêm mũi quá phát là bệnh lý thông thường trong chuyên khoa Tai mũi họng, tùy mức độ khác nhau để chỉ định điều trị nội khoa hay can thiệp phẫu thuật. Vì vậy, bạn nên khám đúng chuyên khoa Tai mũi họng để được theo dõi điều trị và có thể can thiệp phẫu thuật. Bạn có thể đặt hẹn qua tổng đài đặt hẹn hệ thống Y Khoa Vinmec để được các bác sĩ thăm khám và điều trị. Nếu bạn còn thắc mắc về vẹo vách ngăn mũi kèm cuống mũi phì đại, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"text: Chào bác sĩ! Năm nay em 31 tuổi, gần đây em có thấy xuất hiện triệu chứng phù tay chân và mặt sau giấc ngủ trưa. Vậy em không biết phù tay chân và mặt sau giấc ngủ trưa có phải dấu hiệu của bệnh thận hay không? Mong bác sĩ tư vấn và giải đáp. Em xin cảm ơn!","Chào bạn! Triệu chứng phù của bạn không điển hình, chỉ xuất hiện sau giấc ngủ trưa có thể chỉ là cảm giác, không phải triệu chứng thực thể của bệnh thận. Tuy nhiên, để đảm bảo sức khỏe thì sau giấc ngủ trưa bạn nên đi khám ngay, vì khi triệu chứng phù xuất hiện các bác sĩ sẽ khám và tư vấn, chỉ định một số xét nghiệm cận lâm sàng tìm nguyên nhân gây phù. Qua những chia sẻ trên bạn đã có thể hiểu được phù tay chân và mặt sau giấc ngủ trưa có phải dấu hiệu của bệnh thận hay không? Nếu bạn còn bất kỳ băn khoăn và thắc mắc nào bạn có thể đến bệnh viện để được thăm khám và điều trị chuyên sâu. Cảm ơn bạn đã đặt câu hỏi cho DICA. Mong một ngày gần nhất có thể gặp bạn để tư vấn chuyên sâu hơn. Trân trọng!"
"Chào bác sĩ, em muốn hỏi là dạo này em cứ khó thở, thở rất to, những người xung quanh đều nghe thấy, em cũng rất dễ mệt mỏi, còn hay bị run tay run chân, tình trạng của em là bị sao ạ?","Chào em, các triệu chứng em mô tả chưa cụ thể bệnh nào, trên thực tế, có rất nhiều nguyên nhân có thể gây ra các tình trạng trên, để biết chính xác nguyên nhân và bệnh gì thì em nên tới gặp bác sĩ chuyên khoa để được thăm khám nhé."
"Tôi bị hen phế quản mạn tính, trở trời là khó thở. Vậy tôi có nên sử dụng 1 máy trợ thở hay máy tạo oxy mini tại nhà không ạ? Mong bác sĩ tư vấn. Xin cảm ơn bác sĩ!","Chào bạn. Hen phế quản là tình trạng viêm mạn tính đường thở, điều trị chủ yếu là dự phòng cơn hen tái phát và điều trị những yếu tố khởi phát cơn hen phế quản. Điều trị các yếu tố khởi phát cơn hen như: bỏ thuốc lá, điều trị tình trạng nhiễm khuẩn, các bệnh lý nền nếu có... Điều trị dự phòng cơn hen bằng thuốc định kỳ theo đơn của."
"Chào bác sĩ, Lợi dưới của cháu không dính vào chân răng. Vậy bác sĩ cho cháu hỏi điều trị lợi dưới không dính vào chân răng tại nhà thế nào? Cháu cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Điều trị lợi dưới không dính vào chân răng tại nhà thế nào?”, bác sĩ xin giải đáp như sau: Triệu chứng lợi mất bám dính của bạn là biểu hiện của viêm nha chu. Vì vậy, bạn nên đến viện để được lấy sạch cao răng và làm các phẫu thuật nha chu. Tại nhà, bạn chỉ có thể vệ sinh răng miệng, chấm thuốc và uống thuốc. Nếu chỉ điều trị tại nhà thì kết quả điều trị sẽ không đảm bảo. Nếu bạn còn thắc mắc về lợi dưới không dính vào chân răng, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ! Mẹ tôi năm nay 57 tuổi, bà bị thoái hoá khớp háng và đi khám bác sĩ chỉ định thay khớp. Nhưng mẹ tôi bị men gan cao nên bác sĩ có cho thuốc để uống hạ men gan. Về nhà mẹ có nghe người khác bày uống nước vỏ bưởi. Sau 2 tuần tái khám thì men gan tăng hơn trước khi uống thuốc bác sĩ kê. Vậy cho tôi hỏi uống nước vỏ bưởi có làm tăng men gan không? Tôi xin cảm ơn bác sĩ.","Chào em! Với tình trạng bệnh của mẹ em đang điều trị men gan cao do nguyên nhân gì? Mẹ em đã được kiểm tra tìm nguyên nhân men gan cao chưa? Còn với vỏ bưởi thành phần chủ yếu là tinh dầu, ngoài ra nó còn chứa pectin, naringin, các men peroxydaza, amylase, Vitamin A,C.... có tác dụng tốt chủ yếu cho tóc, da và hỗ trợ cho tiêu hóa. Vì vậy bác sĩ không nghĩ vỏ bưởi làm tăng men gan. em nên đưa mẹ quay trở lại bệnh viện để được bác sĩ thăm khám tìm nguyên nhân tăng men gan. Cảm ơn em đã tin tưởng và chia sẻ câu hỏi tới Vinmec. Chúc gia đình em luôn có sức khỏe tốt."
"Chào bác sĩ! Bác sĩ cho em hỏi về người chồng em ạ, người chồng em bị xuất tinh lúc ngủ, có vài lần cũng bị nhưng do nằm mơ thấy chuyện vợ chồng như thật nên tỉnh giấc bị xuất tinh, nhưng cũng có lần không nằm mơ khi ngủ nhưng tỉnh giấc vẫn thấy xuất tinh. Tình trạng này có hại gì không ạ? Người chồng của em năm nay 68 tuổi, sinh hoạt vợ chồng vẫn đều 1 tuần 1 lần. Sức khỏe của người chồng em rất tốt ạ. Nhưng em sợ anh bị xuất tinh lúc ngủ 1 mình có hại (do 2 người chưa ở cùng nhau luôn) Xin bác sĩ tư vấn giúp em. Cảm ơn bác sĩ!","text: Chào bạn! Xuất tinh trong lúc ngủ không phải là một tình trạng bệnh lý. Tình trạng này thường gặp ở trẻ vị thành niên và ít gặp hơn ở người lớn tuổi. Xuất tinh lúc ngủ giải phóng tinh dịch tồn động và tái tạo nguồn tinh dịch mới nên không ảnh hưởng về sức khỏe. Người ta nhận thấy, xuất tinh lúc ngủ có thể do không quan hệ tình dục trong thời gian dài, thường là hơn 2 tuần. Tư thế ngủ nằm sấp cũng có liên quan xuất tinh trong khi ngủ. Để được tư vấn chuyên sâu bạn có thể cùng ông xã đến phòng khám/ bệnh viện để làm các xét nghiệm và có hướng điều trị nếu cần thiết. Cảm ơn bạn đã tin tưởng và chia sẻ những lo lắng tới Vinmec! Chúc vợ chồng bạn luôn mạnh khỏe, hạnh phúc."
"Chào bác sĩ, Cháu mới tiêm thuốc cản quang cách đây 2 tuần thì hôm nay, cháu phát hiện cháu có thai được 4 tuần. Vậy bác sĩ cho cháu hỏi tiêm thuốc cản quang khi mang thai có sao không? Cháu cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Tiêm thuốc cản quang khi mang thai có sao không?”, bác sĩ xin giải đáp như sau: Có thể bạn tiêm thuốc cản quang để chụp X - quang hoặc Ct Scan nhằm khảo sát bệnh lý liên quan. Tuy nhiên, việc sử dụng thuốc này có thể gặp tác dụng không mong muốn sau: Nếu dùng quá liều các chất có chứa iod sau khi đã tiêm chất cản quang cho mẹ có thể làm tăng nguy cơ gây thiểu năng tuyến giáp cho thai nhi nếu người mẹ được chụp sau hơn 14 tuần ngừng (trễ) kinh. Tuy nhiên, vì tác động này có phục hồi và vì các lợi ích có thể có cho mẹ, cùng với việc đánh giá kỹ lưỡng chỉ định chụp, có thể dùng thuốc cản quang có chứa iod trong khi mang thai. Như vậy trong trường trường hợp của bạn cần xem lại đã sử dụng liều lượng thuốc bao nhiêu, có quá liều chưa mới có thể tư vấn chính xác được. Hiện tại, thai của bạn được hơn 4 tuần còn sớm để đánh giá, mong bạn không lo lắng quá, bạn cần thăm khám thai định kỳ để theo dõi sức khỏe mẹ và thai nhi. Nếu bạn còn thắc mắc về tiêm thuốc cản quang khi mang thai, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
Chào bác sĩ! Buổi sáng em ngủ dậy lúc lia lưỡi vào phần khe giữa lợi và môi ở răng cửa bên trên và nhổ ra thì thấy có một ít máu. Vậy có phải em bị viêm lợi không hay là bệnh lý gì khác gây nên tình trạng tự nhiên chảy máu chân răng. Em cảm ơn ạ!,"text: Chào bạn! Bao lâu rồi bạn chưa lấy cao răng, bạn nên đi khám để bác sĩ xem có phải viêm lợi do cao răng gây nên tình trạng tự nhiên chảy máu chân răng không. Nếu không có thể xem xét các nguyên nhân máu chảy máu đông khác bạn. Bạn có thể đăng ký khám tại bệnh viện để bác sĩ kiểm tra và có hướng tư vấn cụ thể cho tình trạng hiện tại của bạn. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn luôn có sức khỏe tốt."
"Chào bác sĩ, Em bị đau họng kèm theo máu đờm. Em đi khám thì chẩn đoán là viêm họng cấp, em uống thuốc 5 ngày vẫn chưa đỡ. Bây giờ, em vẫn còn ho và đau họng. Vậy bác sĩ cho em hỏi đau họng kèm theo máu đờm là bệnh gì? Em cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Đau họng kèm theo máu đờm là bệnh gì?”, bác sĩ xin giải đáp như sau: Đau họng, ho khịt khạc có đờm có thể gặp trọng viêm họng cấp, viêm phổi cấp, viêm mũi xoang cấp, u vòm, u họng - thanh quản,... Tùy trường hợp sẽ có phương pháp điều trị khác nhau. Bạn nên khám chuyên khoa Tai mũi họng để được các bác sĩ khám lâm sàng, làm các xét nghiệm cần thiết giúp chẩn đoán. Bạn có thể đặt hẹn qua tổng đài đặt hẹn hệ thống Y Khoa Vinmec để được các bác sĩ thăm khám và điều trị. Nếu bạn còn thắc mắc về đau họng kèm theo máu đờm, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ. Cho em hỏi thời gian này em cứ bị đầy bụng, khó tiêu, đêm nào cũng mất ngủ khiến cho bản thân em rất mệt mỏi. Nhờ bác sĩ tư vấn giúp em biểu hiện đầy bụng khó tiêu nên làm gì? Cảm ơn bác sĩ đã tư vấn.","Chào em. Biểu hiện của em nghĩ nhiều đến triệu chứng của bệnh viêm dạ dày hoặc các vấn đề về gan mật. Để chẩn đoán chính xác em nên đi khám bác sĩ, làm xét nghiệm máu, siêu âm và nội soi dạ dày nếu cần. Em có thể đến bệnh viện để được thực hiện các xét nghiệm và kiểm tra trên. Sau khi có kết quả cụ thể, bác sĩ sẽ tư vấn cho em về việc đầy bụng khó tiêu nên làm gì? Cảm ơn em đã tin tưởng và chia sẻ những lo lắng tới Vinmec. Chúc em luôn có sức khỏe tốt."
"Chào bác sĩ, em uống rượu nhiều mà bị viêm phổi nặng thì bệnh này có lây không ạ?","Chào em, trước hết nên hạn chế uống rượu bia vì rất có hại cho sức khỏe, đặc biệt với tình trạng sức khỏe của em, bệnh viêm phổi nặng phải được điều trị tại bệnh viện và bệnh có khả năng lây."
Chào bác sĩ! Bác sĩ cho tôi hỏi bệnh nhân cường giáp có thể uống tam thất không? Mong bác sĩ giải đáp giúp tôi. Tôi xin cảm ơn.,"Chào bạn! Với câu hỏi “Bệnh nhân cường giáp có thể uống tam thất không?”, bác sĩ xin được trả lời như sau: Khi bạn được chẩn đoán là cường giáp thì phải điều trị bằng thuốc kháng giáp trạng. Còn uống tam thất để điều trị cường giáp thì không đúng còn bạn uống tam thất với mục đích khác thì được. Cảm ơn bạn đã đặt câu hỏi cho DICA."
